,Value,Type,Class,Description
660,WesBancoBank,Text,Organization,organizations such as private company and goverment
661,Fairmont,Text,Location,a place
662,Fairmont,Text,Location,a place
663,Jean-PierreVanZyl,Text,Person,name of person
664,SouthAfrica,Text,Location,a place
665,Kekkila,Text,Organization,organizations such as private company and goverment
666,AZAlkmaar,Text,Organization,organizations such as private company and goverment
667,THINAKARAN,Text,Organization,organizations such as private company and goverment
668,Takeishi,Text,Person,name of person
669,Caribbean,Text,Location,a place
670,State(central)Bank,Text,Organization,organizations such as private company and goverment
671,Pakistan,Text,Location,a place
672,Thailand,Text,Location,a place
673,SiamCommercialBankPlc,Text,Organization,organizations such as private company and goverment
674,MotherTeresa,Text,Person,name of person
675,Calcutta,Text,Location,a place
676,SarahBrady,Text,Person,name of person
677,RonaldReagan,Text,Person,name of person
678,JamesBrady,Text,Person,name of person
679,MartyJemison,Text,Person,name of person
680,U.S.,Text,Location,a place
681,U.S.Postal,Text,Organization,organizations such as private company and goverment
682,Simpson,Text,Person,name of person
683,Forsa,Text,Organization,organizations such as private company and goverment
684,SelectionCommittee,Text,Organization,organizations such as private company and goverment
685,Norton,Text,Person,name of person
686,Lloyd's,Text,Organization,organizations such as private company and goverment
687,Equitas,Text,Organization,organizations such as private company and goverment
688,Colorado,Text,Location,a place
689,AudiAG,Text,Organization,organizations such as private company and goverment
690,HerbertDemel,Text,Person,name of person
691,VolkswagenAG,Text,Organization,organizations such as private company and goverment
692,Auxerre,Text,Organization,organizations such as private company and goverment
693,Marseille,Text,Organization,organizations such as private company and goverment
694,BuenosAires,Text,Location,a place
695,IleanaBell,Text,Person,name of person
696,BradClontz,Text,Person,name of person
697,Atlanta,Text,Location,a place
698,CoreyPavin,Text,Person,name of person
699,OlafLudwig,Text,Person,name of person
700,Germany,Text,Location,a place
701,Telekom,Text,Organization,organizations such as private company and goverment
702,Singapore,Text,Location,a place
703,Filipovic,Text,Person,name of person
704,IrinaSpirlea,Text,Person,name of person
705,Romania,Text,Location,a place
706,MariaJoseGaidano,Text,Person,name of person
707,Argentina,Text,Location,a place
708,Machnee,Text,Person,name of person
709,PowerNZODV,Text,Organization,organizations such as private company and goverment
710,ManchesterCity,Text,Organization,organizations such as private company and goverment
711,MarceloRios,Text,Person,name of person
712,Chile,Text,Location,a place
713,DanielVacek,Text,Person,name of person
714,CzechRepublic,Text,Location,a place
715,Eastcoast,Text,Location,a place
716,Indonesia,Text,Location,a place
717,U.S.,Text,Location,a place
718,Antara,Text,Location,a place
719,IrinaYatchenko,Text,Person,name of person
720,Belarus,Text,Location,a place
721,SineadDelahunty,Text,Person,name of person
722,Ireland,Text,Location,a place
723,Senate,Text,Organization,organizations such as private company and goverment
724,MandolinaZelic,Text,Person,name of person
725,Nagyatad,Text,Location,a place
726,Reuters,Text,Organization,organizations such as private company and goverment
727,Dai,Text,Person,name of person
728,EdouardGritsoun,Text,Person,name of person
729,Russia,Text,Location,a place
730,BONN,Text,Location,a place
731,LONDON,Text,Location,a place
732,Australia,Text,Location,a place
733,DavidGilford,Text,Person,name of person
734,StuartCage,Text,Person,name of person
735,MikeClayton,Text,Person,name of person
736,Yingkou,Text,Location,a place
737,ParisSaint-Germain,Text,Organization,organizations such as private company and goverment
738,TOKYO,Text,Location,a place
739,RodneyEyles,Text,Person,name of person
740,Australia,Text,Location,a place
741,ZarakJahanKhan,Text,Person,name of person
742,Pakistan,Text,Location,a place
743,AlexanderCejka,Text,Person,name of person
744,Germany,Text,Location,a place
745,DavisLove,Text,Person,name of person
746,CatholicInformationoffice,Text,Organization,organizations such as private company and goverment
747,Nairobi,Text,Location,a place
748,MoiraLynch,Text,Person,name of person
749,MaryBatchelor,Text,Person,name of person
750,MichaelBarton,Text,Person,name of person
751,RaphaelRiel,Text,Person,name of person
752,Sudan,Text,Location,a place
753,SPLA,Text,Organization,organizations such as private company and goverment
754,AnnekeMatthijs,Text,Person,name of person
755,Belgium,Text,Location,a place
756,Bollore,Text,Organization,organizations such as private company and goverment
757,ScacDelmasVileujeux,Text,Organization,organizations such as private company and goverment
758,SDV,Text,Organization,organizations such as private company and goverment
759,SaoPaulo,Text,Location,a place
760,Chonbuk,Text,Organization,organizations such as private company and goverment
761,Northamptonshire,Text,Organization,organizations such as private company and goverment
762,K.Curran,Text,Person,name of person
763,Lanusse,Text,Person,name of person
764,KimikoDate,Text,Person,name of person
765,Japan,Text,Location,a place
766,YoneKamio,Text,Person,name of person
767,Japan,Text,Location,a place
768,Zenith,Text,Organization,organizations such as private company and goverment
769,ArthurYatesandCo,Text,Organization,organizations such as private company and goverment
770,Lebanon,Text,Location,a place
771,Pakistan,Text,Location,a place
772,DuncanShiels,Text,Person,name of person
773,Brazil,Text,Location,a place
774,ChrisLewis,Text,Person,name of person
775,England,Text,Location,a place
776,Pakistan,Text,Location,a place
777,TheOval,Text,Location,a place
778,MAKINEN,Text,Person,name of person
779,LeonBarkho,Text,Person,name of person
780,ISS,Text,Organization,organizations such as private company and goverment
781,U.S.,Text,Location,a place
782,Suwon,Text,Organization,organizations such as private company and goverment
783,AMSTERDAM,Text,Location,a place
784,Russia,Text,Location,a place
785,UnitedStates,Text,Location,a place
786,Britain,Text,Location,a place
787,France,Text,Location,a place
788,China,Text,Location,a place
789,EU,Text,Organization,organizations such as private company and goverment
790,Britain,Text,Location,a place
791,ParisNewsroom,Text,Organization,organizations such as private company and goverment
792,DETROIT,Text,Organization,organizations such as private company and goverment
793,KANSASCITY,Text,Location,a place
794,Jordan,Text,Location,a place
795,BessemerVenturePartners,Text,Organization,organizations such as private company and goverment
796,MenloPark,Text,Location,a place
797,Calif,Text,Location,a place
798,SteveStricker,Text,Person,name of person
799,MINGPAODAILYNEWS,Text,Organization,organizations such as private company and goverment
800,HongKong,Text,Location,a place
801,DemocraticParty,Text,Organization,organizations such as private company and goverment
802,Frontier,Text,Organization,organizations such as private company and goverment
803,F.B.I.,Text,Organization,organizations such as private company and goverment
804,"BureauofAlcohol,TobaccoandFirearms",Text,Organization,organizations such as private company and goverment
805,Jordan,Text,Person,name of person
806,JohnKocinski,Text,Person,name of person
807,U.S.,Text,Location,a place
808,Ducati,Text,Organization,organizations such as private company and goverment
809,Algeria,Text,Location,a place
810,STLOUIS,Text,Organization,organizations such as private company and goverment
811,HOUSTON,Text,Location,a place
812,Christie,Text,Person,name of person
813,Britain,Text,Location,a place
814,Cleveland,Text,Organization,organizations such as private company and goverment
815,KevinSeitzer,Text,Person,name of person
816,DavidHulse,Text,Person,name of person
817,MilwaukeeBrewers,Text,Organization,organizations such as private company and goverment
818,ClevelandIndians,Text,Organization,organizations such as private company and goverment
819,Botham,Text,Person,name of person
820,MikeGatting,Text,Person,name of person
821,England,Text,Location,a place
822,Middlesex,Text,Organization,organizations such as private company and goverment
823,Portsmouth,Text,Location,a place
824,NEWYORK,Text,Location,a place
825,Beirut,Text,Location,a place
826,Pakistan,Text,Location,a place
827,Iran,Text,Location,a place
828,Iran,Text,Location,a place
829,Shiraz,Text,Location,a place
830,Resalat,Text,Organization,organizations such as private company and goverment
831,Edinburgh,Text,Location,a place
832,Hearts,Text,Organization,organizations such as private company and goverment
833,Scotland,Text,Location,a place
834,RedStarBelgrade,Text,Organization,organizations such as private company and goverment
835,Canada,Text,Location,a place
836,Gaza,Text,Location,a place
837,U.S.,Text,Location,a place
838,CostaRica,Text,Location,a place
839,LokomotivMoscow,Text,Organization,organizations such as private company and goverment
840,TorpedoMoscow,Text,Organization,organizations such as private company and goverment
841,Gorleben,Text,Location,a place
842,AgnieszkaGodras,Text,Person,name of person
843,Poland,Text,Location,a place
844,Genoa,Text,Organization,organizations such as private company and goverment
845,Sampdoria,Text,Organization,organizations such as private company and goverment
846,DimitrisKontogiannis,Text,Person,name of person
847,AthensNewsroom,Text,Organization,organizations such as private company and goverment
848,MatsLanner,Text,Person,name of person
849,Sweden,Text,Location,a place
850,JeffHawksworth,Text,Person,name of person
